Household,Neighbourhood,Village,GP,Local,template
1,0,1,0,1,"The local development project is described as ""Providing FHTC s To 79 Households in Pakala,Daddu Habitation of Kedinje VillageBy Augmentation of SVS To Kedinje Village"". It is located in village Nandalike, of gram panchayat Nandalike in taluk nan of district Udupi. The estimated cost of the work is Rs. nan. The current status of the work is described as ""Work Order"" and has taken 1 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""MWS to Kadinabettu in Korgi village of Kalavara GP in Kundapura Taluk"". It is located in village Korgi, of gram panchayat Korgi in taluk nan of district Udupi. The estimated cost of the work is Rs. nan. The current status of the work is described as ""Completion Of Work"" and has taken 2 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""CC Road and Drain Hallikhed K village in Humnabad Tq"". It is located in village Madgol, of gram panchayat Belkera in taluk Humnabad of district Bidar. The estimated cost of the work is Rs. 1000000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""Sinking of 3 Nos New borewell and fixing of hand pump plat form at Amareshwar Temple area in Lingasugur Taluka."". It is located in village Devarabhoopur, of gram panchayat Devarbhoopur in taluk Lingsugur of district Raichur. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""Sinking of 165m.m Dia borewell and Fixing H.P. Set at Ibrahimpur Village in Shahapur Tq"". It is located in village Ibrahimpur, of gram panchayat Ibrahimpur in taluk Shahpur of district Yadgir. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Sinking of Bore well at Dongapur village in Bhalki Taluka."". It is located in village Dongargi, of gram panchayat Balur in taluk Bhalki of district Bidar. The estimated cost of the work is Rs. 93000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Purchasing of Single phase motor Pipe Cable to BW near Mallikarjun Walsane house at Khatakchincholi village in Bhalki Taluka"". It is located in village Khatakchincholi, of gram panchayat Khatakchincholi in taluk Bhalki of district Bidar. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Revival of PWSS at Hokrani village"". It is located in village Hokrani, of gram panchayat Gana Dinny in taluk Manvi of district Raichur. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Work Order"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Drilling of Borewell at Gullahalli Village of Gullahalli GP in Bangarpet Taluk Taluk"". It is located in village Gullahalli, of gram panchayat Gullahalli in taluk Bangarpet of district Kolar. The estimated cost of the work is Rs. 550000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
1,0,1,0,1,"The local development project is described as ""Providing Pipe Line From Tulshiram Jadhav Houde To Parasuram Jadhav ant Sopan Mudale House To Dayanand Mudale House at Chandori Village"". It is located in village Chandori, of gram panchayat Chandoori in taluk Kamalnagar of district Bidar. The estimated cost of the work is Rs. 30000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
1,0,1,0,1,"The local development project is described as ""Providing FHTC to 125HH in THIGADAHALLI Village of Malavalli taluk in Mandya district through MVS to BGPura and other 56Villages(68LPCD)"". It is located in village Thigadahalli, of gram panchayat Kunduru in taluk Malvalli of district Mandya. The estimated cost of the work is Rs. 4100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""Sinking of bore well at Mallurahalli Gram panchayath Kamplisagara village in Challakere Taluk"". It is located in village Mallurahally, of gram panchayat Mallurahalli in taluk Challakere of district Chitradurga. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Drinking water supply for anganavadi in Hallikerehundi villaga at nanjangud taluk"". It is located in village Maraluru, of gram panchayat Maraluru in taluk Nanjangud of district Mysuru. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Repairs to Anganwadi building at Seva Nagar Village in Bhalki Taluka"". It is located in village Seva Nagar, of gram panchayat Dhanura in taluk Bhalki of district Bidar. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""GEN Providing Extention of pipeline in Chamarajapura village in Channarayaptna Taluk"". It is located in village Chamarajapura, of gram panchayat Bydarahalli in taluk Channarayapatna of district Hassan. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing mws revival Basavamattikere"". It is located in village Basavanamathikere, of gram panchayat Kaggere in taluk Kunigal of district Tumakuru. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,1,0,"The local development project is described as ""Providing water supply to Anganavdi at Naviluru Village at Chamarajanagar Taluk"". It is located in village Navilooru, of gram panchayat Navilooru in taluk Chamarajanagar of district Chamarajanagara. The estimated cost of the work is Rs. 65000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""SCP Revival of PWSS at THONACHANA HALLY BOVIHATTY Village"". It is located in village Tonchenahalli, of gram panchayat Kabbala in taluk Hosdurga of district Chitradurga. The estimated cost of the work is Rs. 450000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""construction of cc road & desk salab near yellamma mandir at borampalli villege in humnabad Taluka"". It is located in village Borampalli, of gram panchayat Kallur in taluk Humnabad of district Bidar. The estimated cost of the work is Rs. 16000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Sinking of Borewell in Bommanwadi Village in Belgaum Taluka of Belgaum Dist"". It is located in village Kiney, of gram panchayat Kinaye in taluk Belagavi of district Belagavi. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Completion Of Work"" and has taken 4 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC220217 Providing Borewell to MWS Scheme at Deevagadde village in Bheemankone GP in Sagar Tq"". It is located in village Bheemanakone, of gram panchayat Bheemanakone in taluk Sagar of district Shivamogga. The estimated cost of the work is Rs. 120000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Construction of Compound Wall to Anganwadi Building at Village Jafarwadi"". It is located in village Jaffarwadi, of gram panchayat Gundur in taluk Basavakalyan of district Bidar. The estimated cost of the work is Rs. 250000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Repairs to anganwadi center-4 at ganwar village in jewargi taluka"". It is located in village Gaonwar, of gram panchayat Gaonvar in taluk Jevargi of district Kalaburagi. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Drinking Water Supply Scheme to govt LPS at Krisahnapura Village in Mysore Taluk"". It is located in village Rattanahalli, of gram panchayat Gungralchathra in taluk Mysuru of district Mysuru. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Completion Of Work"" and has taken 2 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Improvements to Road - Gangadhareshwara temple to MDR-01 Via JHC"". It is located in village Mallaghatta Amanikere, of gram panchayat Anekere in taluk Turuvekere of district Tumakuru. The estimated cost of the work is Rs. 20500000.0. The current status of the work is described as ""Measurement Stage"" and has taken 6 years. This project is Tendered."
1,0,1,0,1,"The local development project is described as ""Providing FHTC to 9 Households In BANDEDODDI Habitation Of Shivanahalli Village Kanakapura taluk"". It is located in village Shivanahalli, of gram panchayat Shivanahalli in taluk Kanakapura of district Ramanagara. The estimated cost of the work is Rs. 369000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""Constn of Guards Residential Qtrs at Hunasagi in Shorapur Taluka"". It is located in village Hunasagi, of gram panchayat Hunasagi in taluk Surpur of district Yadgir. The estimated cost of the work is Rs. 550000.0. The current status of the work is described as ""Measurement Stage"" and has taken 4 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Construction of Cistern in SC Ward at Hulgutti Village in Narayanpur GP"". It is located in village Hulgutti, of gram panchayat Narayanpur in taluk Basavakalyan of district Bidar. The estimated cost of the work is Rs. 30000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
1,0,1,0,1,"The local development project is described as ""Providing Pipe Line From Eknath Parit House To Venkat Damodar House At Kamoor K Village"". It is located in village Manur (K), of gram panchayat Nagmarpalli in taluk Aurad of district Bidar. The estimated cost of the work is Rs. 60000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""PROVIDING SCHOOL WATER SUPPLY SCHEME TO L P S AT SHINGALAPUR TAKKE (SCHOOL WATER SUPPLY 2013-14) BORE WELL"". It is located in village Shingalapur, of gram panchayat Lolasur in taluk Gokak of district Belagavi. The estimated cost of the work is Rs. 150000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""providing pipeline raodal kunda in village"". It is located in village Rodalbanda U.K.P, of gram panchayat Rodalbanda U.K.P. in taluk Lingsugur of district Raichur. The estimated cost of the work is Rs. 20000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""Providing Electrification to the Pump house at Kondamvaripally village in Chakavelu GP in Bagepally Taluk"". It is located in village Kondamvaripalli, of gram panchayat Chakavelu in taluk Bagepalli of district Chikkaballapura. The estimated cost of the work is Rs. 20000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing water supply to Anganawadi at Yaradehalli at Shettigondanahalli GP in Turuvekere Tq"". It is located in village Yaradahalli, of gram panchayat Settigondanahalli in taluk Turuvekere of district Tumakuru. The estimated cost of the work is Rs. 14000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Construction for the Bayalu Ranga Mandhir at Doddawad village in Bailhongal Taluka"". It is located in village Dodavad, of gram panchayat Dodavad in taluk Bailahongal of district Belagavi. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Technical Approval"" and has taken 1 years. This project is Unknown."
0,0,0,1,0,"The local development project is described as ""Improvement of Roads from Terakanambi to gowdana Katte in gundulpet taluk."". It is located in village Terakanambi, of gram panchayat Terakanambhi in taluk Gundlupet of district Chamarajanagara. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Revival to Mws at Ghatahalli Village"". It is located in village Kowdle, of gram panchayat Kowdley in taluk Maddur of district Mandya. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""Providing of Street Light in All Thanda & SC Onis coming in Bawalgaon village"". It is located in village Bawalgaon, of gram panchayat Hokrana in taluk Aurad of district Bidar. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
1,0,0,1,1,"The local development project is described as ""Providing CC Road fromGopalappa house to Lakshmikantha house at Neralur village and G.P., Anekal Taluk"". It is located in village Neraluru, of gram panchayat Neraluru in taluk Anekal of district Bengaluru. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Work Order"" and has taken 1 years. This project is Non-Tendered."
0,1,0,1,1,"The local development project is described as ""Consts of cc road in sc colony @ Hulibele village in Bangarpet tq, Kolar Dist."". It is located in village Hulibele, of gram panchayat Hulibele in taluk Bangarpet of district Kolar. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC18052018 CNR Providing Drilling of Borewell Near Uppara Street Puttanapura Road at Nagavally Village in Chamarajanagar Taluk"". It is located in village Nagavalli, of gram panchayat Nagavalli in taluk Chamarajanagar of district Chamarajanagara. The estimated cost of the work is Rs. 110000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Revival of MWS at Badagarahalli"". It is located in village Badagarahalli, of gram panchayat Gonitumkur in taluk Turuvekere of district Tumakuru. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""SDP PROVIDING PIPELINE EXTENSION IN VADDARA HALLY VILLAGE (2017 18) YALAGATHAVALLY GP ARKALGUD TALUK"". It is located in village , of gram panchayat Vaddrahalli in taluk Arkalgud of district Hassan. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Improvements Road from Sadarahalli to Mallidevihalli in Kadur Tq"". It is located in village Sadarahalli, of gram panchayat Y.Mallapura in taluk Kadur of district Chikkamagaluru. The estimated cost of the work is Rs. 198000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
1,0,1,0,1,"The local development project is described as ""Providing 86 HTC to FHTC to Bairanatti village of Mudalagi Taluka"". It is located in village Bhairanatti, of gram panchayat Hunashyal.P.Y. in taluk Mudalagi of district Belagavi. The estimated cost of the work is Rs. 700000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Borewell at vittalanagara Village in Hosuru Gp in Shikaripura Tq"". It is located in village Vittalanagara, of gram panchayat Hosuru in taluk Shikaripur of district Shivamogga. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""(QA)-Providing MWS Revival to Janatha Colony village in Bilidevalaya GP in kunigal taluk"". It is located in village Kenkere, of gram panchayat Bilidevalaya in taluk Kunigal of district Tumakuru. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Drain work for Gattahalli village (SC Kaloni in Anjappa house to Sunadamma House)"". It is located in village Gattahalli, of gram panchayat Holur in taluk Kolar of district Kolar. The estimated cost of the work is Rs. 161000.0. The current status of the work is described as ""Work Order"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing MWS Scheme to Shanwad Village in Navalgund Taluk"". It is located in village Shanwad, of gram panchayat Halakusugal in taluk Navalgund of district Dharwar. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""CONSTRUCTION OF DRAINAGE FROM BHIMANNA NATIKAR HOUSE TO MAGANGERA ROAD IN KANMESHWAR VILLAGE IN JEWARGI TALUKA GULBARGA"". It is located in village Kanameshwar, of gram panchayat Magangera in taluk Jevargi of district Kalaburagi. The estimated cost of the work is Rs. 78000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""Sinkink of 165 mm dia borewell with hand pump at Kudalgi in Shorapur Tq"". It is located in village Kodalgi, of gram panchayat Baichbal in taluk Surpur of district Yadgir. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""IMPROVEMENT OF ROAD FROM GIDDANAGENAHALLI TO T-06"". It is located in village Huchhangidurga, of gram panchayat Huchhangidurga in taluk nan of district Ballari. The estimated cost of the work is Rs. nan. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,1,1,0,"The local development project is described as ""Providing Drinking water supply scheme to Anganavadi building atDudukanahalli village in"". It is located in village Dudukanhally, of gram panchayat Beeruvalli in taluk Krishnarajpet of district Mandya. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,1,0,1,1,"The local development project is described as ""Levelling of road with Bulk Soil from SDP Palace to Mariyappa Concrete Yard at Katamnallur Vill Doddabanahalli GP Bang East"". It is located in village Katam Nalluru, of gram panchayat Doddabanahalli in taluk Bengaluru East of district Bengaluru. The estimated cost of the work is Rs. 400000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""DRILLING OF ONLY BOREWELL AND ELECTRIFICATION AT NALLUR VILLAGE IN HANUMANAHALLI G.P OF MULBAGAL TALUK"". It is located in village Nallur, of gram panchayat Hanumanahalli in taluk Mulbagal of district Kolar. The estimated cost of the work is Rs. 315000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Construction of compound wall to muslim community govt grave yard at allur b village in chittapur taluka"". It is located in village Allur (B), of gram panchayat Allur (B) in taluk Chittapur of district Kalaburagi. The estimated cost of the work is Rs. 300000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""MWS Scheme to Hanumanthanadoddi village in Yalachavadi GP in Kanakapura taluk"". It is located in village Yalachavadi, of gram panchayat Yalachavadi in taluk Kanakapura of district Ramanagara. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Open well at Near Jagdish and others House in Hulse"". It is located in village Kogodu, of gram panchayat Markal in taluk Sringeri of district Chikkamagaluru. The estimated cost of the work is Rs. 150000.0. The current status of the work is described as ""Completion Of Work"" and has taken 2 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""IMPROVEMENTS TO THE ROAD MUNIESHWARA TEMPLE AT KUTAGANAHALLI VILLAGE,ANEKAL TALUK"". It is located in village Kootaganahalli, of gram panchayat Muguluru in taluk Anekal of district Bengaluru. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""providing water rsupply scgheme to lps doddabena village"". It is located in village Kundargi, of gram panchayat Kundargi in taluk Yellapur of district Uttara Kannada. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""SCP providing MWS scheme at R.Hosalli Tanda in Yadgir taluka"". It is located in village R.Hosalli, of gram panchayat Haligera in taluk Yadgir of district Yadgir. The estimated cost of the work is Rs. 800000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
1,0,0,0,1,"The local development project is described as ""Providing individual Tap connection of houses in Megur village(36)(Tap-TSP)"". It is located in village Megur, of gram panchayat Asuti in taluk Ron of district Gadag. The estimated cost of the work is Rs. 90000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Flushing of Borewells at Marali and Other 8 Villages in Ganagavathi Taluka"". It is located in village Marali, of gram panchayat Marali in taluk Gangavati of district Koppal. The estimated cost of the work is Rs. 131000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing Water Supply Scheme to Anagnwadi at Shirahatti BK Code No 167"". It is located in village Shirahatti B.K., of gram panchayat Sarapur in taluk Hukkeri of district Belagavi. The estimated cost of the work is Rs. 70000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,0,1,0,"The local development project is described as ""Improvements of Arehalli road in Besuru GP"". It is located in village Bessur, of gram panchayat Bessur in taluk Somvarpet of district Kodagu. The estimated cost of the work is Rs. 40000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing Water Supply to Anganavadi at , Hebburu Village"". It is located in village Hebbur, of gram panchayat Gourapura in taluk Tarikere of district Chikkamagaluru. The estimated cost of the work is Rs. 70000.0. The current status of the work is described as ""Completion Of Work"" and has taken 2 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Construction of OHT at Kangrali BK Village in Belagavi Taluka"". It is located in village Kangrali Bk, of gram panchayat Kangrali Bk in taluk Belagavi of district Belagavi. The estimated cost of the work is Rs. 2000000.0. The current status of the work is described as ""Completion Of Work"" and has taken 2 years. This project is Tendered."
0,0,0,1,0,"The local development project is described as ""soil and water conservation"". It is located in village Bittangala, of gram panchayat Bittangala in taluk Virajpet of district Kodagu. The estimated cost of the work is Rs. 32500.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""PROVIDING REVIVAL OF MWS IN J.AGRAHARA VILLAGE MALLANAYAKANAHALLI GP MULBAGAL TALUK OF MULBAGAL TALUK."". It is located in village J.Agrahara, of gram panchayat Mallanayakanahalli in taluk Mulbagal of district Kolar. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Work Order"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""TFCZP170417 Construction of Cistern Near SC ST Colony at Yarazarvi Village in Saundatti Tq"". It is located in village Yarazarvi, of gram panchayat Yarazarvi in taluk Savadatti of district Belagavi. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Completion Of Work"" and has taken 2 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""Sinking of Borewell and Fixing of Hand Pump At Malledevara Gudda"". It is located in village Maleidevargudd, of gram panchayat Malledevaragudda in taluk Devadurga of district Raichur. The estimated cost of the work is Rs. 64901.0. The current status of the work is described as ""Work Order"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Piped water Supply Scheme to Kubihal Village in Kundgol Taluk"". It is located in village Kubihal, of gram panchayat Kubihal in taluk Kundgol of district Dharwar. The estimated cost of the work is Rs. 227736.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,1,1,0,1,"The local development project is described as ""Construction of OHT Near Nadthikallu S.T. Colony in Badakkodi Village of Belthangady Taluk"". It is located in village Hosangady, of gram panchayat Hosangadi in taluk Beltangadi of district Dakshina Kannada. The estimated cost of the work is Rs. 1000000.0. The current status of the work is described as ""Completion Of Work"" and has taken 2 years. This project is Tendered."
1,0,0,1,1,"The local development project is described as ""Improvments to Road From Bhuddajyothi Layout Akilash house to Aravegowda house at Chikkabidarakallu GP Bangalore North Taluk"". It is located in village Chikkabidarakallu, of gram panchayat Chikkabidarakallu in taluk Bengaluru North of district Bengaluru. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""TFC221116 Providing and Fixing Hand Pumps to Borewell in Vastis at Nimbal BK Village in Indi Taluka"". It is located in village Nimbal B K, of gram panchayat Nimbal Kd in taluk Indi of district Vijayapura. The estimated cost of the work is Rs. 60000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""REPAIR OF PRIMARY HEALTH CENTRE IN KAADUSONAPANAHALLI VILLAGE AT KANNURU GP BANGLORE EAST TALUK"". It is located in village Kadusonnappanahalli, of gram panchayat Kannuru in taluk Bengaluru East of district Bengaluru. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC170417 Drilling of additional source to existing MWS source at Kalmanti village in Aspathrekaval G.P"". It is located in village Aspathrekaval, of gram panchayat Aspathrekaval in taluk Hunsur of district Mysuru. The estimated cost of the work is Rs. 60000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC311218 Sinking of Borewell at Singatagere village in Nittur GP Hassan Taluk"". It is located in village , of gram panchayat Nitturau in taluk Hassan of district Hassan. The estimated cost of the work is Rs. 80000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing Anganawadi Water Supply to Hosarangapura Village in Chitradurga taluk"". It is located in village Hosarangapura, of gram panchayat Sirigere in taluk Chitradurga of district Chitradurga. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Drinking water supply to GHPS at Bookanakere village"". It is located in village Bukinkere, of gram panchayat Bukinkere in taluk Krishnarajpet of district Mandya. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""CONSTRUCTION OF 3 WORKS AT PUTTANAMANE VILLAGE OF HUTGAR GP IN SIRSI TALUK"". It is located in village Puttanamane, of gram panchayat Huttagar in taluk Sirsi of district Uttara Kannada. The estimated cost of the work is Rs. 1000000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Pathway and Drain to Valgudu Raith Land at Herangadi village in Honnavar Taluk."". It is located in village Harangedi, of gram panchayat Herangadi in taluk Honnavar of district Uttara Kannada. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing water supply to Anganawadi at Sadapur 02 village in manvi taluka of raichur district"". It is located in village Sadapur, of gram panchayat Sadapur in taluk Manvi of district Raichur. The estimated cost of the work is Rs. 13900.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Revical of PWS Scheme at Kuderu village in chamarajanagara tq"". It is located in village Kuderu, of gram panchayat Kuderu in taluk Chamarajanagar of district Chamarajanagara. The estimated cost of the work is Rs. 5000000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,0,1,0,"The local development project is described as ""Providing MWS revival at Kanthuru High School"". It is located in village Kanathuru, of gram panchayat Kanathur in taluk Turuvekere of district Tumakuru. The estimated cost of the work is Rs. 260000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""PROVIDING SINKING OF BOREWELL AND FIXING OF HAND PUMP BACK SIDE OF LAXMI TEMPLE AT ANKALGA VILLAGE IN JEWARGI TALUKA"". It is located in village Ankalga, of gram panchayat Ankalga in taluk Jevargi of district Kalaburagi. The estimated cost of the work is Rs. 140000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
