Household,Neighbourhood,Village,GP,Local,template
0,0,1,0,0,"The local development project is described as ""GEN Revival of MWS to Akkirampura"". It is located in village Akkirampura, of gram panchayat Akkirampura in taluk Koratagere of district Tumakuru. The estimated cost of the work is Rs. 400000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""SDP Sinking of borewell at Neralagunte kereya jagadalli old borewell ge ree drill NERALAGUNTE village in Challakere Taluk"". It is located in village Neralagunte, of gram panchayat Neralagunte in taluk Challakere of district Chitradurga. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
1,0,1,0,1,"The local development project is described as ""Providing FHTCs to 77 House Holds in Jaganakote Habitation of Jaganakote Village, H.D.Kote Taluk, Mysore District"". It is located in village Jaganakote, of gram panchayat N.Beguru in taluk Heggadadevankote of district Mysuru. The estimated cost of the work is Rs. 2319000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
1,0,1,0,1,"The local development project is described as ""Providing FHTCs to 242 Households in Umatar habitation of Umatar village Ramdurg Taluka through MVS Batakurki"". It is located in village Umatar, of gram panchayat Hanamapur in taluk Ramdurg of district Belagavi. The estimated cost of the work is Rs. 3630000.0. The current status of the work is described as ""Measurement Stage"" and has taken 2 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""Sinking of new borewell of 165mm dia with Hand Pump at Kyathnal village in Yadgir Taluk"". It is located in village Khyatnal, of gram panchayat Saidapur in taluk Yadgir of district Yadgir. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Improvements to Road from Somenahalli Cross to Gummareddypalli Road in Gudibande Taluk"". It is located in village Gummareddyhally, of gram panchayat Somenahally in taluk Gudibanda of district Chikkaballapura. The estimated cost of the work is Rs. 3000000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
1,0,0,1,1,"The local development project is described as ""Construction of Cement Concrete Road From Gururaj Sahukar House to Kotteppana House at Devasugur Village in Raichur Taluk"". It is located in village Devasuguru, of gram panchayat Devasugur in taluk Raichur of district Raichur. The estimated cost of the work is Rs. 250000.0. The current status of the work is described as ""Completion Of Work"" and has taken 2 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Sinking of bore well at Gorebal village"". It is located in village Gorebal, of gram panchayat Gorebal in taluk Lingsugur of district Raichur. The estimated cost of the work is Rs. 65000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Providing of C C Road From Pet Ferozabad Amaabai Lambani Tanda to S C Oni in Firozabad Village(2016-17)"". It is located in village Firojabad, of gram panchayat Fhirozabad in taluk Kalaburagi of district Kalaburagi. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Drilling of bore well in Parit Galli at Sawli village in Aurad (B) taluka"". It is located in village Sawali, of gram panchayat Holsamudra in taluk Aurad of district Bidar. The estimated cost of the work is Rs. 80000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,0,1,0,"The local development project is described as ""New Room Contraction to KBS School @ K Bagewadi"". It is located in village Kadatan-Bagewadi, of gram panchayat Kadatan Bagewadi in taluk Khanapur of district Belagavi. The estimated cost of the work is Rs. 470000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""Constn. of Addl. Work to Existing Samudaya Bhavana and Suv. Grama Yojana work at Hithala in Shikaripura Tq"". It is located in village Hithala, of gram panchayat Hithala in taluk Shikaripur of district Shivamogga. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Pipeline and Pump Motor at Kallihossuru Village in Thittamaranahalli Gp in Channapatana Tq"". It is located in village Kallihosuru, of gram panchayat Tittamaranahally in taluk Channapatna of district Ramanagara. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Deeti road to Holmane keri road in Bijooru GP"". It is located in village Bijur, of gram panchayat Bijur in taluk Kundapura of district Udupi. The estimated cost of the work is Rs. 70000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC170417 Drilling of borewell at Londa village in Khanapur taluka"". It is located in village Londa, of gram panchayat Londa in taluk Khanapur of district Belagavi. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Being road work done in Chiktadsi"". It is located in village Chikkatadasi, of gram panchayat Hosakeri in taluk Ramdurg of district Belagavi. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Improvements to road from Bailmerchad to Sunkeshwar village (km 0.00-2.08) in Manvi taluka of Raichur District."". It is located in village Bail Merched, of gram panchayat Sunkeshwar in taluk Manvi of district Raichur. The estimated cost of the work is Rs. 425000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Improvemnts to Mavinahole approch road in belagavi taluka"". It is located in village Tummarguddi, of gram panchayat Tummarguddi in taluk Belagavi of district Belagavi. The estimated cost of the work is Rs. 7500000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""Revival of MWS of Beechanahalli village in Hullenahalli gp of Magadi talluk"". It is located in village Beechanahalli, of gram panchayat Hullenahalli in taluk Magadi of district Ramanagara. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing and Installation of 3000 Series WPP at Karikere Village in Nellikere GP of Tiptur Taluk"". It is located in village Karikere, of gram panchayat Nallikere in taluk Tiptur of district Tumakuru. The estimated cost of the work is Rs. 1200000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""Construction of Kalika Kendra at Yakatpur village in Bidar Taluka."". It is located in village Yaktpur, of gram panchayat Nagoor in taluk Bidar of district Bidar. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""(2013-14)Providing Drinking Water Suppy to GHPS at M.Seehalli village in T.Narasipura TAluk"". It is located in village Kannahalli, of gram panchayat Kotthegala in taluk Tirumakudala-Narsipur of district Mysuru. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Administrative Approval"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""TFC221116 Sinking of Borewell near water man Naganna Land at Dandiganahalli Village Nagamangala Taluk"". It is located in village Dandiganahalli, of gram panchayat Karadahalli in taluk Nagamangala of district Mandya. The estimated cost of the work is Rs. 90000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Sinking of Borewell at Hireupperi village in Lingasugur Taluka"". It is located in village Hireupperi, of gram panchayat Gorebal in taluk Lingsugur of district Raichur. The estimated cost of the work is Rs. 140000.0. The current status of the work is described as ""Technical Approval"" and has taken 1 years. This project is Unknown."
0,0,1,1,0,"The local development project is described as ""Providing water supply to Anganawadi center in Veerasagara villages of Pathaganahalli GP in Koratagere taluk"". It is located in village Veerasagara, of gram panchayat Pathaganahalli in taluk nan of district Tumakuru. The estimated cost of the work is Rs. nan. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Repairs to Gram Panchayat Building at Udamnalli village in Humnabad Taluka."". It is located in village Udamnalli, of gram panchayat Udabnalli in taluk Humnabad of district Bidar. The estimated cost of the work is Rs. 60000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC 220217 Drilling of borewell at hunasekatte village"". It is located in village Mudubasiddapura, of gram panchayat Mudubasiddapura in taluk Shikaripur of district Shivamogga. The estimated cost of the work is Rs. 86000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""Sinking of New Borewell 165mm dia with Handpump at Tekral village in Shahapur tq"". It is located in village Ullesugoor, of gram panchayat Ullesugoor in taluk Shahpur of district Yadgir. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing water supply to Anganavadi Building at Hunasinapura Village in Gundlupet Tq"". It is located in village Hunasinapura, of gram panchayat Agathagowdanahalli in taluk Gundlupet of district Chamarajanagara. The estimated cost of the work is Rs. 65000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
1,0,1,0,1,"The local development project is described as ""Providing New Pip line from Narsing Kamble House to Community Hall at Gokul"". It is located in village Gokul, of gram panchayat Kitta in taluk Basavakalyan of district Bidar. The estimated cost of the work is Rs. 89970.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Revival of MWS at Bagur village in Nittur GP Gubbi Taluk"". It is located in village Bagur, of gram panchayat Nittur in taluk Gubbi of district Tumakuru. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""IMPROVEMENRS TO THE ROAD BHAIRAMADGI VILLAGE TO GOBBUR B VILLAGE IN AFZALPUR TALUKA VR 20 KM.0.00 TO 2.50"". It is located in village Bhairamadagi, of gram panchayat Bhairamadagi in taluk Afzalpur of district Kalaburagi. The estimated cost of the work is Rs. 190000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Cleaning of Drain in Ward NO3 At Santhpur Village"". It is located in village Santpur, of gram panchayat Santhpur in taluk Aurad of district Bidar. The estimated cost of the work is Rs. 25000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""PROVIDING O AND M FOR MVWSS TO Naikal VILLAGES IN SHAHAPUR Tq (September-2016)"". It is located in village Naikal, of gram panchayat Naikal in taluk Shahpur of district Yadgir. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Repairs to Anganawadi Building at Kudloor village"". It is located in village Kudluru, of gram panchayat Shakawadi in taluk Raichur of district Raichur. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
1,0,0,1,1,"The local development project is described as ""Improvement to road near mallappa marthadappa house at belagundi village in yadgir tq and dist"". It is located in village Belgundi, of gram panchayat Belgundi in taluk Yadgir of district Yadgir. The estimated cost of the work is Rs. 40000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""(2013-14) Providing Drinking Water supply to Anganavadi S.Kallahalli Village in Mysore Taluk"". It is located in village Kallahalli S., of gram panchayat Harohalli(J) in taluk Mysuru of district Mysuru. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Administrative Approval"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""Detailed and Abstract Estimate for Repairs to Pipeline and Procurement for Drinking Water Supply Material for Alla Village Coming in Torna"". It is located in village Torna, of gram panchayat Torna in taluk Kamalnagar of district Bidar. The estimated cost of the work is Rs. 1.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing PWS Scheme at Ekamba village in Basavakalyan taluka"". It is located in village Ekamba, of gram panchayat Ujlambh in taluk Basavakalyan of district Bidar. The estimated cost of the work is Rs. 343697.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Construction of Compound wall to Govt Higher School at Karkihalli Village in Shahapur Tq"". It is located in village Karkarhalli, of gram panchayat Ukkinal in taluk Shahpur of district Yadgir. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Improvements to road from Ajjur to MDR 07 in Arakalagud Tq"". It is located in village Ajjur, of gram panchayat Yalagathavalli in taluk Arkalgud of district Hassan. The estimated cost of the work is Rs. 10500000.0. The current status of the work is described as ""Measurement Stage"" and has taken 8 years. This project is Tendered."
0,1,1,0,1,"The local development project is described as ""Providing Borewell with Handpump at Narayanpur village"". It is located in village Narayanpur, of gram panchayat Narayanpur in taluk Surpur of district Yadgir. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
1,0,0,1,1,"The local development project is described as ""Const of CC Road From Basvnappa House to Sharnappa Shivkumar House at Yangunda"". It is located in village Yanagunda, of gram panchayat Sundal in taluk Aurad of district Bidar. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""PROVIDING WATER SUPPLY SCHEME TO INGALGI and TANDA VILLAGE IN CHITTAPUR TALUKA"". It is located in village Ingalgi, of gram panchayat Ingalagi in taluk Chittapur of district Kalaburagi. The estimated cost of the work is Rs. 1500000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""providing Drinking water supply at Bommadihalli Anganavadi in Kogilamane G.P."". It is located in village Bommadihalli, of gram panchayat Kogilamane in taluk Belur of district Hassan. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Improvements to jinugu kere near Bhunyar(B) village in Chincholi taluka."". It is located in village Bhunyar (K), of gram panchayat Ainapur in taluk Chincholi of district Kalaburagi. The estimated cost of the work is Rs. 300000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,1,0,1,1,"The local development project is described as ""CD construction work done near ambetekar galli at gojage gram"". It is located in village Gojage, of gram panchayat Ambewadi in taluk Belagavi of district Belagavi. The estimated cost of the work is Rs. 60000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Remote access and monitoring including O& M for 5 years (including cabin with basement Const.) Hebblli village in Badami Tq"". It is located in village Hebballi, of gram panchayat Hebballi in taluk Badami of district Bagalkote. The estimated cost of the work is Rs. 1200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,1,0,0,1,"The local development project is described as ""Improvements to Londa Bus stop to SC Colony"". It is located in village Londa, of gram panchayat Londa in taluk Khanapur of district Belagavi. The estimated cost of the work is Rs. 3343000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,0,1,0,"The local development project is described as ""Providing Water Supply to Govt. School Building at Soma Thanda in Malegaon village in Aurad (B) Taluka."". It is located in village Bonti, of gram panchayat Bonthi in taluk Aurad of district Bidar. The estimated cost of the work is Rs. 250000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
1,0,1,0,1,"The local development project is described as ""SCP Revival of PWS scheme and 120 nos house hold connection to M.Bettahalli village in Pandavapura Tq"". It is located in village M.Bettahalli, of gram panchayat Kurubarabettahalli in taluk Pandavapura of district Mandya. The estimated cost of the work is Rs. 400000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""CAP Sinking of bore well at Kurudihalli village in Bhaktarahalli Gp at Kunigal Taluk"". It is located in village Kurudihalli, of gram panchayat Bhaktharahalli in taluk Kunigal of district Tumakuru. The estimated cost of the work is Rs. 220000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Construction of OHT at Kolisalu in Malve GP"". It is located in village Sulagodu, of gram panchayat Malve in taluk Sagar of district Shivamogga. The estimated cost of the work is Rs. 1200000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Pump Motor Existing Borewell at VADAKEHALLA Village in Hanur Taluk"". It is located in village Vadakehalla, of gram panchayat M.M.Hills in taluk Kollegala of district Chamarajanagara. The estimated cost of the work is Rs. 45000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Electrification and KEB Deposit to RO Plant at Gudigeri Village"". It is located in village Guladalli, of gram panchayat Guladalli in taluk Koppal of district Koppal. The estimated cost of the work is Rs. 20000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Drilling borewell at Bijjaragi village near Baragale vasti"". It is located in village Bijjaragi, of gram panchayat Bijjaragi in taluk nan of district Vijayapura. The estimated cost of the work is Rs. nan. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing 3Phase Motor, Cable, Pipe and Accesoris to Existing Bore well Near Dashrath House at Duduknal Village in Aurad Taluka"". It is located in village Dudaknal, of gram panchayat Badalgaon in taluk Aurad of district Bidar. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""CAP Revival of existing PWS scheme in Kalegowdanakoppalu village.2018 19"". It is located in village Kalegowdanakoppalu, of gram panchayat Maraduru in taluk Hunsur of district Mysuru. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""extension of pipeline at talgunda village"". It is located in village Talagunda, of gram panchayat Talagunda in taluk Sira of district Tumakuru. The estimated cost of the work is Rs. 187000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""Providing Driking Water Pipeline Near Yamnavva House at S.C Ward In Buihal Village of Shorapur Taluka Yadgir Dist"". It is located in village Budinal, of gram panchayat Hagaratagi in taluk Surpur of district Yadgir. The estimated cost of the work is Rs. 70000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Drilling of borewell at Kakhandaki Village wade vasti(Near Govt High School at Bableshwar)"". It is located in village Kakhandaki, of gram panchayat Khakandaki in taluk Vijayapura of district Vijayapura. The estimated cost of the work is Rs. 120000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing water supply facility to GLPS Nibagur village in jagalur taluk"". It is located in village Nibagur, of gram panchayat Bidarakere in taluk Jagalur of district Davanagere. The estimated cost of the work is Rs. 20000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Installation of Solar Pumps to WSS to Nivaragi and Other 3 Villages (WPP to MBT) in Indi Taluka"". It is located in village Tadavalaga, of gram panchayat Tadavalaga in taluk Indi of district Vijayapura. The estimated cost of the work is Rs. 1000000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""Extension of pipeline at M Ramaladinni village to at chruch in Manvi Taluk of Raichur dist"". It is located in village M Ramaladinni, of gram panchayat Halapura in taluk Manvi of district Raichur. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""SCP Provid Inst and Comm fully automatic 1000LPH WPP ROPLUS UF with O And M at Hirehally Village of Chikkahally GP in Arkalgud Taluk"". It is located in village , of gram panchayat Chikkahalli in taluk Arkalgud of district Hassan. The estimated cost of the work is Rs. 1200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,0,1,0,"The local development project is described as ""Providing School water supply to HRPS at Joldapka village in Bhalki Taluka."". It is located in village Joldapka, of gram panchayat Joldabka in taluk Bhalki of district Bidar. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC190316 Drilling of Borewell at Naganur village in Haveri Taluk"". It is located in village Naganur, of gram panchayat Naganur in taluk Haveri of district Haveri. The estimated cost of the work is Rs. 94000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""SDP Revival of MWS to Chimpuganahalli"". It is located in village Budamaranahalli, of gram panchayat Kyamenahalli in taluk Koratagere of district Tumakuru. The estimated cost of the work is Rs. 160000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Drilling of new borewell at Sevalalapura village(Tansheppa Lamani land near Ambedakara Bhavan) Savanur taluk, Haveri Dist (SDP)"". It is located in village Shevalalpur, of gram panchayat Shirabadagi in taluk Savanur of district Haveri. The estimated cost of the work is Rs. 92000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
1,0,1,0,1,"The local development project is described as ""Providing 87 FHTCs at HUNASHYAL Habitation of HUNASHYAL Village in VIJAYAPUR Taluka of VIJAYAPURA District"". It is located in village Nagathan, of gram panchayat Nagathan in taluk Vijayapura of district Vijayapura. The estimated cost of the work is Rs. 2150000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""Drilling of bore well at Kishan Naik Thanda (Hokrana) in Aurad (B) taluka"". It is located in village Hokrana, of gram panchayat Hokrana in taluk Aurad of district Bidar. The estimated cost of the work is Rs. 80000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Drilling of Borewell and Providing Panel Board, Pump Motor at Mallasandra village Sodekoppa G.P, Bangalore North Taluk."". It is located in village Sondekoppa, of gram panchayat Sondekoppa in taluk nan of district Bengaluru. The estimated cost of the work is Rs. nan. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""Construction Of Valve Chamber At Byalhalli K"". It is located in village Byalhalli (K), of gram panchayat Byalhalli in taluk Bhalki of district Bidar. The estimated cost of the work is Rs. 15000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""SDP Sinking of Borewell to MWS scheme at Masagonahalli Village in Nagamangala Taluk"". It is located in village Masagonahalli, of gram panchayat Doddabala in taluk Nagamangala of district Mandya. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Completion Of Work"" and has taken 2 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Revival of PWS Drilling of Borewell at Sonnappanahalli Village, Sonnappanahalli GP, Bangalore North Tq."". It is located in village Sonnappana Halli, of gram panchayat Sonnappana Halli in taluk Bengaluru North of district Bengaluru. The estimated cost of the work is Rs. 350000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,0,1,0,"The local development project is described as ""Repairs to Government Primary School Building at Mirkhal in Basavakalyan Taluka."". It is located in village Mirkhal, of gram panchayat Mirkhal in taluk Basavakalyan of district Bidar. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing water supply to Anganawadi School at Gejjalagatta village in Lingasugur Tq."". It is located in village Gejjellagatta, of gram panchayat Gejjelgatta in taluk Lingsugur of district Raichur. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Completion Of Work"" and has taken 2 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""CABSUBAPDNOTTFC Sinking of Borewell at Doddabanasavadi Village in Mandya Taluk"". It is located in village Doodabanasavadi, of gram panchayat Hodaghatta in taluk Mandya of district Mandya. The estimated cost of the work is Rs. 68000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Exetention of pipe line Kolimakki village in Nonabur village"". It is located in village Shiragaru, of gram panchayat Nonaburu in taluk Tirthahalli of district Shivamogga. The estimated cost of the work is Rs. 60000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""REVIVAL TO P W S AT KAITHNAL VILLAGE (COVERAGE 25-50)"". It is located in village Kaitanal, of gram panchayat Tavag in taluk Gokak of district Belagavi. The estimated cost of the work is Rs. 1000000.0. The current status of the work is described as ""Completion Of Work"" and has taken 4 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""Revival of PWS Scheme at Mundre Village of Kudluru G P"". It is located in village Mundre, of gram panchayat Kudlur in taluk Tarikere of district Chikkamagaluru. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Revival of MWS Scheme to Kuppi Tanda in Shorapur tq"". It is located in village Kuppi, of gram panchayat Malnoor in taluk Surpur of district Yadgir. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Work Order"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Desilting of Drain in SC ST and Others Wards at Nandi Nagur Village"". It is located in village Nagur (N), of gram panchayat Jojana in taluk Aurad of district Bidar. The estimated cost of the work is Rs. 36000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC190316 Sinking Of Bore Well At Kalagi Village in Muddebihal Taluka Vijayapur District."". It is located in village Kalagi, of gram panchayat Kalagi in taluk Muddebihal of district Vijayapura. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Completion Of Work"" and has taken 2 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""IMPROVEMENTS TO ROAD FROM MAIN CANAL TO MALLAPPA FIELD AT RASANGI VILLAGE IN JEWARGI TALUKA"". It is located in village Rasanagi, of gram panchayat Koodi in taluk Jevargi of district Kalaburagi. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""Providing CC drain near Ganesh chowk at Yarandi Village"". It is located in village Yarandi, of gram panchayat Yerandi in taluk Basavakalyan of district Bidar. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Flushing with re-drilling of bore well (5 Nos.) at Balur village in Bhalki taluka"". It is located in village Balur, of gram panchayat Balur in taluk Bhalki of district Bidar. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
